path,filename,class,label,width,height,aspect_ratio,brightness
D:\Dataset BDC26\train\0_Recyclable\R_4298.jpg,R_4298.jpg,0_Recyclable,0,284,177,1.6045197740112995,33.10754356648365
D:\Dataset BDC26\train\0_Recyclable\R_4299.jpg,R_4299.jpg,0_Recyclable,0,244,207,1.178743961352657,36.81116522795069
D:\Dataset BDC26\train\0_Recyclable\R_43.jpg,R_43.jpg,0_Recyclable,0,262,192,1.3645833333333333,138.6813904792197
D:\Dataset BDC26\train\0_Recyclable\R_430.jpg,R_430.jpg,0_Recyclable,0,275,183,1.5027322404371584,126.36859744990892
D:\Dataset BDC26\train\0_Recyclable\R_4300.jpg,R_4300.jpg,0_Recyclable,0,244,206,1.1844660194174756,220.1971457371744
D:\Dataset BDC26\train\0_Recyclable\R_4301.jpg,R_4301.jpg,0_Recyclable,0,225,225,1.0,62.3088658436214
D:\Dataset BDC26\train\0_Recyclable\R_4302.jpg,R_4302.jpg,0_Recyclable,0,217,232,0.9353448275862069,107.33949096880133
D:\Dataset BDC26\train\0_Recyclable\R_4303.jpg,R_4303.jpg,0_Recyclable,0,259,194,1.3350515463917525,80.5185089360347
D:\Dataset BDC26\train\0_Recyclable\R_4304.jpg,R_4304.jpg,0_Recyclable,0,269,187,1.4385026737967914,102.06260064012086
D:\Dataset BDC26\train\0_Recyclable\R_4305.jpg,R_4305.jpg,0_Recyclable,0,249,203,1.2266009852216748,156.18393442406736
D:\Dataset BDC26\train\0_Recyclable\R_4306.jpg,R_4306.jpg,0_Recyclable,0,65,298,0.2181208053691275,130.96597831698503
D:\Dataset BDC26\train\0_Recyclable\R_4307.jpg,R_4307.jpg,0_Recyclable,0,194,259,0.749034749034749,96.87392031206464
D:\Dataset BDC26\train\0_Recyclable\R_4308.jpg,R_4308.jpg,0_Recyclable,0,203,248,0.8185483870967742,160.63951348058688
D:\Dataset BDC26\train\0_Recyclable\R_4309.jpg,R_4309.jpg,0_Recyclable,0,93,209,0.4449760765550239,160.62487352300596
D:\Dataset BDC26\train\0_Recyclable\R_431.jpg,R_431.jpg,0_Recyclable,0,279,180,1.55,71.18710341165537
D:\Dataset BDC26\train\0_Recyclable\R_4310.jpg,R_4310.jpg,0_Recyclable,0,211,239,0.8828451882845189,176.41823157310276
D:\Dataset BDC26\train\0_Recyclable\R_4311.jpg,R_4311.jpg,0_Recyclable,0,308,163,1.8895705521472392,197.47926460043027
D:\Dataset BDC26\train\0_Recyclable\R_4312.jpg,R_4312.jpg,0_Recyclable,0,252,200,1.26,150.19371693121693
D:\Dataset BDC26\train\0_Recyclable\R_4313.jpg,R_4313.jpg,0_Recyclable,0,225,225,1.0,209.81199670781893
D:\Dataset BDC26\train\0_Recyclable\R_4314.jpg,R_4314.jpg,0_Recyclable,0,272,185,1.4702702702702704,141.97431107578166
D:\Dataset BDC26\train\0_Recyclable\R_4315.jpg,R_4315.jpg,0_Recyclable,0,217,232,0.9353448275862069,228.0133614068542
D:\Dataset BDC26\train\0_Recyclable\R_4316.jpg,R_4316.jpg,0_Recyclable,0,299,168,1.7797619047619047,222.7572065615544
D:\Dataset BDC26\train\0_Recyclable\R_4317.jpg,R_4317.jpg,0_Recyclable,0,92,210,0.4380952380952381,170.77684610075914
D:\Dataset BDC26\train\0_Recyclable\R_4318.jpg,R_4318.jpg,0_Recyclable,0,350,144,2.4305555555555554,168.8647222222222
D:\Dataset BDC26\train\0_Recyclable\R_4319.jpg,R_4319.jpg,0_Recyclable,0,225,225,1.0,63.88788806584362
D:\Dataset BDC26\train\0_Recyclable\R_432.jpg,R_432.jpg,0_Recyclable,0,225,225,1.0,187.64686748971192
D:\Dataset BDC26\train\0_Recyclable\R_4320.jpg,R_4320.jpg,0_Recyclable,0,94,207,0.45410628019323673,109.77782917052112
D:\Dataset BDC26\train\0_Recyclable\R_4321.jpg,R_4321.jpg,0_Recyclable,0,308,163,1.8895705521472392,38.639192096247314
D:\Dataset BDC26\train\0_Recyclable\R_4322.jpg,R_4322.jpg,0_Recyclable,0,299,168,1.7797619047619047,211.56868795455753
D:\Dataset BDC26\train\0_Recyclable\R_4323.jpg,R_4323.jpg,0_Recyclable,0,281,180,1.5611111111111111,138.37075919335703
D:\Dataset BDC26\train\0_Recyclable\R_4324.jpg,R_4324.jpg,0_Recyclable,0,304,166,1.8313253012048192,174.1182889452547
D:\Dataset BDC26\train\0_Recyclable\R_4325.jpg,R_4325.jpg,0_Recyclable,0,239,211,1.132701421800948,221.56543523237292
D:\Dataset BDC26\train\0_Recyclable\R_4326.jpg,R_4326.jpg,0_Recyclable,0,225,225,1.0,222.78943209876545
D:\Dataset BDC26\train\0_Recyclable\R_4327.jpg,R_4327.jpg,0_Recyclable,0,264,191,1.382198952879581,167.17077846528107
D:\Dataset BDC26\train\0_Recyclable\R_4328.jpg,R_4328.jpg,0_Recyclable,0,275,183,1.5027322404371584,230.005855274052
D:\Dataset BDC26\train\0_Recyclable\R_4329.jpg,R_4329.jpg,0_Recyclable,0,275,183,1.5027322404371584,223.0893790362643
D:\Dataset BDC26\train\0_Recyclable\R_433.jpg,R_433.jpg,0_Recyclable,0,289,174,1.660919540229885,126.27747948401809
D:\Dataset BDC26\train\0_Recyclable\R_4330.jpg,R_4330.jpg,0_Recyclable,0,359,140,2.5642857142857145,128.31328425520624
D:\Dataset BDC26\train\0_Recyclable\R_4331.jpg,R_4331.jpg,0_Recyclable,0,275,183,1.5027322404371584,178.4164199370757
D:\Dataset BDC26\train\0_Recyclable\R_4332.jpg,R_4332.jpg,0_Recyclable,0,299,168,1.7797619047619047,236.0350905133514
D:\Dataset BDC26\train\0_Recyclable\R_4333.jpg,R_4333.jpg,0_Recyclable,0,276,183,1.5081967213114753,223.92077162693695
D:\Dataset BDC26\train\0_Recyclable\R_4334.jpg,R_4334.jpg,0_Recyclable,0,205,246,0.8333333333333334,115.55624958688611
D:\Dataset BDC26\train\0_Recyclable\R_4335.jpg,R_4335.jpg,0_Recyclable,0,253,199,1.271356783919598,187.3683370740395
D:\Dataset BDC26\train\0_Recyclable\R_4336.jpg,R_4336.jpg,0_Recyclable,0,275,183,1.5027322404371584,187.34656731246898
D:\Dataset BDC26\train\0_Recyclable\R_4337.jpg,R_4337.jpg,0_Recyclable,0,247,204,1.2107843137254901,182.6026633325395
D:\Dataset BDC26\train\0_Recyclable\R_4338.jpg,R_4338.jpg,0_Recyclable,0,258,196,1.316326530612245,229.81080920740388
D:\Dataset BDC26\train\0_Recyclable\R_4339.jpg,R_4339.jpg,0_Recyclable,0,225,225,1.0,137.88444444444443
D:\Dataset BDC26\train\0_Recyclable\R_434.jpg,R_434.jpg,0_Recyclable,0,225,225,1.0,212.59478518518517
D:\Dataset BDC26\train\0_Recyclable\R_4340.jpg,R_4340.jpg,0_Recyclable,0,279,181,1.5414364640883977,218.77521667095718
D:\Dataset BDC26\train\0_Recyclable\R_4341.jpg,R_4341.jpg,0_Recyclable,0,367,137,2.678832116788321,129.53752726453058
D:\Dataset BDC26\train\0_Recyclable\R_4342.jpg,R_4342.jpg,0_Recyclable,0,275,183,1.5027322404371584,172.26358668653748
D:\Dataset BDC26\train\0_Recyclable\R_4343.jpg,R_4343.jpg,0_Recyclable,0,225,225,1.0,194.68535967078188
D:\Dataset BDC26\train\0_Recyclable\R_4344.jpg,R_4344.jpg,0_Recyclable,0,284,177,1.6045197740112995,181.81949417787325
D:\Dataset BDC26\train\0_Recyclable\R_4345.jpg,R_4345.jpg,0_Recyclable,0,338,149,2.2684563758389262,208.17428484439324
D:\Dataset BDC26\train\0_Recyclable\R_4346.jpg,R_4346.jpg,0_Recyclable,0,225,225,1.0,165.8599111111111
D:\Dataset BDC26\train\0_Recyclable\R_4347.jpg,R_4347.jpg,0_Recyclable,0,275,183,1.5027322404371584,168.46611690677264
D:\Dataset BDC26\train\0_Recyclable\R_4348.jpg,R_4348.jpg,0_Recyclable,0,276,183,1.5081967213114753,123.6343945513582
D:\Dataset BDC26\train\0_Recyclable\R_4349.jpg,R_4349.jpg,0_Recyclable,0,262,193,1.3575129533678756,191.19207899906394
D:\Dataset BDC26\train\0_Recyclable\R_435.jpg,R_435.jpg,0_Recyclable,0,275,183,1.5027322404371584,150.5286106971353
D:\Dataset BDC26\train\0_Recyclable\R_4350.jpg,R_4350.jpg,0_Recyclable,0,275,183,1.5027322404371584,115.85076337141912
D:\Dataset BDC26\train\0_Recyclable\R_4351.jpg,R_4351.jpg,0_Recyclable,0,194,259,0.749034749034749,209.01559659807083
D:\Dataset BDC26\train\0_Recyclable\R_4352.jpg,R_4352.jpg,0_Recyclable,0,300,168,1.7857142857142858,81.86057539682538
D:\Dataset BDC26\train\0_Recyclable\R_4353.jpg,R_4353.jpg,0_Recyclable,0,225,225,1.0,184.274541563786
D:\Dataset BDC26\train\0_Recyclable\R_4354.jpg,R_4354.jpg,0_Recyclable,0,254,198,1.2828282828282829,239.7370555953233
D:\Dataset BDC26\train\0_Recyclable\R_4355.jpg,R_4355.jpg,0_Recyclable,0,311,162,1.9197530864197532,112.44194355126831
D:\Dataset BDC26\train\0_Recyclable\R_4356.jpg,R_4356.jpg,0_Recyclable,0,237,213,1.1126760563380282,127.27376636754423
D:\Dataset BDC26\train\0_Recyclable\R_4357.jpg,R_4357.jpg,0_Recyclable,0,266,189,1.4074074074074074,174.92074763628648
D:\Dataset BDC26\train\0_Recyclable\R_4358.jpg,R_4358.jpg,0_Recyclable,0,225,225,1.0,205.06193909465017
D:\Dataset BDC26\train\0_Recyclable\R_4359.jpg,R_4359.jpg,0_Recyclable,0,252,200,1.26,175.75167989417992
D:\Dataset BDC26\train\0_Recyclable\R_436.jpg,R_436.jpg,0_Recyclable,0,275,183,1.5027322404371584,128.09539327703263
D:\Dataset BDC26\train\0_Recyclable\R_4360.jpg,R_4360.jpg,0_Recyclable,0,275,183,1.5027322404371584,148.1116277529392
D:\Dataset BDC26\train\0_Recyclable\R_4361.jpg,R_4361.jpg,0_Recyclable,0,242,209,1.1578947368421053,205.59292577800625
D:\Dataset BDC26\train\0_Recyclable\R_4362.jpg,R_4362.jpg,0_Recyclable,0,275,183,1.5027322404371584,159.25218082463985
D:\Dataset BDC26\train\0_Recyclable\R_4363.jpg,R_4363.jpg,0_Recyclable,0,248,203,1.2216748768472907,228.6134726415594
D:\Dataset BDC26\train\0_Recyclable\R_4364.jpg,R_4364.jpg,0_Recyclable,0,276,183,1.5081967213114753,161.3544718988411
D:\Dataset BDC26\train\0_Recyclable\R_4365.jpg,R_4365.jpg,0_Recyclable,0,225,225,1.0,108.95812345679012
D:\Dataset BDC26\train\0_Recyclable\R_4366.jpg,R_4366.jpg,0_Recyclable,0,276,182,1.5164835164835164,157.9937888198758
D:\Dataset BDC26\train\0_Recyclable\R_4367.jpg,R_4367.jpg,0_Recyclable,0,225,225,1.0,140.74417119341564
D:\Dataset BDC26\train\0_Recyclable\R_4368.jpg,R_4368.jpg,0_Recyclable,0,259,194,1.3350515463917525,114.4566864360679
D:\Dataset BDC26\train\0_Recyclable\R_4369.jpg,R_4369.jpg,0_Recyclable,0,220,229,0.9606986899563319,181.4564708217547
D:\Dataset BDC26\train\0_Recyclable\R_437.jpg,R_437.jpg,0_Recyclable,0,266,190,1.4,236.65442553752803
D:\Dataset BDC26\train\0_Recyclable\R_4370.jpg,R_4370.jpg,0_Recyclable,0,275,183,1.5027322404371584,208.32301374399734
D:\Dataset BDC26\train\0_Recyclable\R_4371.jpg,R_4371.jpg,0_Recyclable,0,284,177,1.6045197740112995,155.15796663218484
D:\Dataset BDC26\train\0_Recyclable\R_4372.jpg,R_4372.jpg,0_Recyclable,0,225,225,1.0,148.87766913580245
D:\Dataset BDC26\train\0_Recyclable\R_4373.jpg,R_4373.jpg,0_Recyclable,0,267,189,1.4126984126984128,202.1138127605044
D:\Dataset BDC26\train\0_Recyclable\R_4374.jpg,R_4374.jpg,0_Recyclable,0,458,110,4.163636363636364,171.01592563186446
D:\Dataset BDC26\train\0_Recyclable\R_4375.jpg,R_4375.jpg,0_Recyclable,0,249,203,1.2266009852216748,217.98974551737328
D:\Dataset BDC26\train\0_Recyclable\R_4376.jpg,R_4376.jpg,0_Recyclable,0,275,183,1.5027322404371584,213.70448749793013
D:\Dataset BDC26\train\0_Recyclable\R_4377.jpg,R_4377.jpg,0_Recyclable,0,225,225,1.0,152.10820082304528
D:\Dataset BDC26\train\0_Recyclable\R_4378.jpg,R_4378.jpg,0_Recyclable,0,225,225,1.0,118.03921646090537
D:\Dataset BDC26\train\0_Recyclable\R_4379.jpg,R_4379.jpg,0_Recyclable,0,225,225,1.0,201.47235555555554
D:\Dataset BDC26\train\0_Recyclable\R_438.jpg,R_438.jpg,0_Recyclable,0,299,168,1.7797619047619047,138.2610089186176
D:\Dataset BDC26\train\0_Recyclable\R_4380.jpg,R_4380.jpg,0_Recyclable,0,275,183,1.5027322404371584,206.49931445603576
D:\Dataset BDC26\train\0_Recyclable\R_4381.jpg,R_4381.jpg,0_Recyclable,0,312,162,1.9259259259259258,167.88509681333755
D:\Dataset BDC26\train\0_Recyclable\R_4382.jpg,R_4382.jpg,0_Recyclable,0,269,188,1.4308510638297873,227.35441878246195
D:\Dataset BDC26\train\0_Recyclable\R_4383.jpg,R_4383.jpg,0_Recyclable,0,259,194,1.3350515463917525,149.31887115392271
D:\Dataset BDC26\train\0_Recyclable\R_4384.jpg,R_4384.jpg,0_Recyclable,0,275,183,1.5027322404371584,231.6570359331015
D:\Dataset BDC26\train\0_Recyclable\R_4385.jpg,R_4385.jpg,0_Recyclable,0,551,91,6.054945054945055,228.624272883801
D:\Dataset BDC26\train\0_Recyclable\R_4386.jpg,R_4386.jpg,0_Recyclable,0,259,194,1.3350515463917525,109.73782324297788
D:\Dataset BDC26\train\0_Recyclable\R_4387.jpg,R_4387.jpg,0_Recyclable,0,225,224,1.0044642857142858,181.17974206349209
D:\Dataset BDC26\train\0_Recyclable\R_4388.jpg,R_4388.jpg,0_Recyclable,0,266,189,1.4074074074074074,168.1530015514978
D:\Dataset BDC26\train\0_Recyclable\R_4389.jpg,R_4389.jpg,0_Recyclable,0,269,187,1.4385026737967914,205.80997157227202
D:\Dataset BDC26\train\0_Recyclable\R_439.jpg,R_439.jpg,0_Recyclable,0,307,164,1.8719512195121952,226.2325944757819
D:\Dataset BDC26\train\0_Recyclable\R_4390.jpg,R_4390.jpg,0_Recyclable,0,225,225,1.0,134.64729547325103
D:\Dataset BDC26\train\0_Recyclable\R_4391.jpg,R_4391.jpg,0_Recyclable,0,225,225,1.0,153.58336131687244
D:\Dataset BDC26\train\0_Recyclable\R_4392.jpg,R_4392.jpg,0_Recyclable,0,94,206,0.4563106796116505,220.40256833987465
D:\Dataset BDC26\train\0_Recyclable\R_4393.jpg,R_4393.jpg,0_Recyclable,0,225,225,1.0,90.70745679012344
D:\Dataset BDC26\train\0_Recyclable\R_4394.jpg,R_4394.jpg,0_Recyclable,0,334,151,2.2119205298013247,206.8481513793605
D:\Dataset BDC26\train\0_Recyclable\R_4395.jpg,R_4395.jpg,0_Recyclable,0,260,194,1.3402061855670102,177.59179222839018
D:\Dataset BDC26\train\0_Recyclable\R_4396.jpg,R_4396.jpg,0_Recyclable,0,269,187,1.4385026737967914,123.5134021165073
D:\Dataset BDC26\train\0_Recyclable\R_4397.jpg,R_4397.jpg,0_Recyclable,0,225,225,1.0,222.62260411522632
D:\Dataset BDC26\train\0_Recyclable\R_4398.jpg,R_4398.jpg,0_Recyclable,0,224,225,0.9955555555555555,170.82800264550266
D:\Dataset BDC26\train\0_Recyclable\R_4399.jpg,R_4399.jpg,0_Recyclable,0,275,183,1.5027322404371584,128.10988574267262
D:\Dataset BDC26\train\0_Recyclable\R_44.jpg,R_44.jpg,0_Recyclable,0,275,183,1.5027322404371584,242.51794667991388
D:\Dataset BDC26\train\0_Recyclable\R_440.jpg,R_440.jpg,0_Recyclable,0,308,164,1.8780487804878048,226.03948896631823
D:\Dataset BDC26\train\0_Recyclable\R_4400.jpg,R_4400.jpg,0_Recyclable,0,484,104,4.653846153846154,223.98199433142614
D:\Dataset BDC26\train\0_Recyclable\R_4401.jpg,R_4401.jpg,0_Recyclable,0,276,183,1.5081967213114753,150.74373036614662
D:\Dataset BDC26\train\0_Recyclable\R_4402.jpg,R_4402.jpg,0_Recyclable,0,264,191,1.382198952879581,230.89021101062986
D:\Dataset BDC26\train\0_Recyclable\R_4403.jpg,R_4403.jpg,0_Recyclable,0,318,159,2.0,118.06603773584906
D:\Dataset BDC26\train\0_Recyclable\R_4404.jpg,R_4404.jpg,0_Recyclable,0,225,225,1.0,174.53463045267486
D:\Dataset BDC26\train\0_Recyclable\R_4405.jpg,R_4405.jpg,0_Recyclable,0,97,201,0.48258706467661694,170.7342326169838
D:\Dataset BDC26\train\0_Recyclable\R_4406.jpg,R_4406.jpg,0_Recyclable,0,259,194,1.3350515463917525,170.74789369634732
D:\Dataset BDC26\train\0_Recyclable\R_4407.jpg,R_4407.jpg,0_Recyclable,0,208,242,0.859504132231405,212.92175911210003
D:\Dataset BDC26\train\0_Recyclable\R_4408.jpg,R_4408.jpg,0_Recyclable,0,276,183,1.5081967213114753,127.46929199334757
D:\Dataset BDC26\train\0_Recyclable\R_4409.jpg,R_4409.jpg,0_Recyclable,0,233,216,1.0787037037037037,133.8788083505537
D:\Dataset BDC26\train\0_Recyclable\R_441.jpg,R_441.jpg,0_Recyclable,0,191,264,0.7234848484848485,204.85351552170923
D:\Dataset BDC26\train\0_Recyclable\R_4410.jpg,R_4410.jpg,0_Recyclable,0,275,183,1.5027322404371584,167.87373406193078
D:\Dataset BDC26\train\0_Recyclable\R_4411.jpg,R_4411.jpg,0_Recyclable,0,275,183,1.5027322404371584,192.46396423248882
D:\Dataset BDC26\train\0_Recyclable\R_4412.jpg,R_4412.jpg,0_Recyclable,0,259,194,1.3350515463917525,182.48238665764438
D:\Dataset BDC26\train\0_Recyclable\R_4413.jpg,R_4413.jpg,0_Recyclable,0,310,163,1.901840490797546,141.81553532554918
D:\Dataset BDC26\train\0_Recyclable\R_4414.jpg,R_4414.jpg,0_Recyclable,0,275,183,1.5027322404371584,219.6530683888061
D:\Dataset BDC26\train\0_Recyclable\R_4415.jpg,R_4415.jpg,0_Recyclable,0,258,195,1.323076923076923,137.64109189690586
D:\Dataset BDC26\train\0_Recyclable\R_4416.jpg,R_4416.jpg,0_Recyclable,0,225,225,1.0,172.9396609053498
D:\Dataset BDC26\train\0_Recyclable\R_4417.jpg,R_4417.jpg,0_Recyclable,0,217,232,0.9353448275862069,171.44413766618996
D:\Dataset BDC26\train\0_Recyclable\R_4418.jpg,R_4418.jpg,0_Recyclable,0,225,225,1.0,168.47022880658434
D:\Dataset BDC26\train\0_Recyclable\R_4419.jpg,R_4419.jpg,0_Recyclable,0,275,183,1.5027322404371584,221.79158801126013
D:\Dataset BDC26\train\0_Recyclable\R_442.jpg,R_442.jpg,0_Recyclable,0,219,230,0.9521739130434783,198.39858381311626
D:\Dataset BDC26\train\0_Recyclable\R_4420.jpg,R_4420.jpg,0_Recyclable,0,310,163,1.901840490797546,178.035398113332
D:\Dataset BDC26\train\0_Recyclable\R_4421.jpg,R_4421.jpg,0_Recyclable,0,207,244,0.8483606557377049,206.50170930017688
D:\Dataset BDC26\train\0_Recyclable\R_4422.jpg,R_4422.jpg,0_Recyclable,0,194,259,0.749034749034749,207.52864572967667
D:\Dataset BDC26\train\0_Recyclable\R_4423.jpg,R_4423.jpg,0_Recyclable,0,224,224,1.0,130.97927295918367
D:\Dataset BDC26\train\0_Recyclable\R_4424.jpg,R_4424.jpg,0_Recyclable,0,267,189,1.4126984126984128,228.0428564823072
D:\Dataset BDC26\train\0_Recyclable\R_4425.jpg,R_4425.jpg,0_Recyclable,0,275,183,1.5027322404371584,130.10681900976985
D:\Dataset BDC26\train\0_Recyclable\R_4426.jpg,R_4426.jpg,0_Recyclable,0,224,225,0.9955555555555555,222.39035052910052
D:\Dataset BDC26\train\0_Recyclable\R_4427.jpg,R_4427.jpg,0_Recyclable,0,225,225,1.0,207.57475555555553
D:\Dataset BDC26\train\0_Recyclable\R_4428.jpg,R_4428.jpg,0_Recyclable,0,275,184,1.4945652173913044,192.45879446640313
D:\Dataset BDC26\train\0_Recyclable\R_4429.jpg,R_4429.jpg,0_Recyclable,0,183,275,0.6654545454545454,137.66415631727108
D:\Dataset BDC26\train\0_Recyclable\R_443.jpg,R_443.jpg,0_Recyclable,0,299,168,1.7797619047619047,200.29685592185592
D:\Dataset BDC26\train\0_Recyclable\R_4430.jpg,R_4430.jpg,0_Recyclable,0,250,200,1.25,158.57626666666667
D:\Dataset BDC26\train\0_Recyclable\R_4431.jpg,R_4431.jpg,0_Recyclable,0,224,224,1.0,135.8295599489796
D:\Dataset BDC26\train\0_Recyclable\R_4432.jpg,R_4432.jpg,0_Recyclable,0,233,216,1.0787037037037037,96.98737614581678
D:\Dataset BDC26\train\0_Recyclable\R_4433.jpg,R_4433.jpg,0_Recyclable,0,225,225,1.0,141.0857547325103
D:\Dataset BDC26\train\0_Recyclable\R_4434.jpg,R_4434.jpg,0_Recyclable,0,225,225,1.0,147.4913975308642
D:\Dataset BDC26\train\0_Recyclable\R_4435.jpg,R_4435.jpg,0_Recyclable,0,293,172,1.7034883720930232,146.5176601317565
D:\Dataset BDC26\train\0_Recyclable\R_4436.jpg,R_4436.jpg,0_Recyclable,0,264,191,1.382198952879581,157.18940716061135
D:\Dataset BDC26\train\0_Recyclable\R_4437.jpg,R_4437.jpg,0_Recyclable,0,285,177,1.6101694915254237,139.58100901972446
D:\Dataset BDC26\train\0_Recyclable\R_4438.jpg,R_4438.jpg,0_Recyclable,0,225,225,1.0,208.05066008230452
D:\Dataset BDC26\train\0_Recyclable\R_4439.jpg,R_4439.jpg,0_Recyclable,0,255,197,1.2944162436548223,183.54322683388077
D:\Dataset BDC26\train\0_Recyclable\R_444.jpg,R_444.jpg,0_Recyclable,0,225,225,1.0,215.70496790123457
D:\Dataset BDC26\train\0_Recyclable\R_4440.jpg,R_4440.jpg,0_Recyclable,0,342,147,2.326530612244898,184.89858243492327
D:\Dataset BDC26\train\0_Recyclable\R_4441.jpg,R_4441.jpg,0_Recyclable,0,276,183,1.5081967213114753,116.32513661202186
D:\Dataset BDC26\train\0_Recyclable\R_4442.jpg,R_4442.jpg,0_Recyclable,0,259,194,1.3350515463917525,122.78054637848452
D:\Dataset BDC26\train\0_Recyclable\R_4443.jpg,R_4443.jpg,0_Recyclable,0,225,225,1.0,203.5578732510288
D:\Dataset BDC26\train\0_Recyclable\R_4444.jpg,R_4444.jpg,0_Recyclable,0,275,183,1.5027322404371584,198.90191753601587
D:\Dataset BDC26\train\0_Recyclable\R_4445.jpg,R_4445.jpg,0_Recyclable,0,299,168,1.7797619047619047,176.16548548070287
D:\Dataset BDC26\train\0_Recyclable\R_4446.jpg,R_4446.jpg,0_Recyclable,0,183,275,0.6654545454545454,184.59953634707733
D:\Dataset BDC26\train\0_Recyclable\R_4447.jpg,R_4447.jpg,0_Recyclable,0,275,183,1.5027322404371584,235.82391786719654
D:\Dataset BDC26\train\0_Recyclable\R_4448.jpg,R_4448.jpg,0_Recyclable,0,225,224,1.0044642857142858,132.0440806878307
D:\Dataset BDC26\train\0_Recyclable\R_4449.jpg,R_4449.jpg,0_Recyclable,0,266,190,1.4,156.97212109220422
D:\Dataset BDC26\train\0_Recyclable\R_445.jpg,R_445.jpg,0_Recyclable,0,293,172,1.7034883720930232,197.92492790433104
D:\Dataset BDC26\train\0_Recyclable\R_4450.jpg,R_4450.jpg,0_Recyclable,0,267,189,1.4126984126984128,217.64267549161434
D:\Dataset BDC26\train\0_Recyclable\R_4451.jpg,R_4451.jpg,0_Recyclable,0,276,183,1.5081967213114753,160.7798170586838
D:\Dataset BDC26\train\0_Recyclable\R_4452.jpg,R_4452.jpg,0_Recyclable,0,275,183,1.5027322404371584,220.83451564828613
D:\Dataset BDC26\train\0_Recyclable\R_4453.jpg,R_4453.jpg,0_Recyclable,0,300,168,1.7857142857142858,127.12166666666667
D:\Dataset BDC26\train\0_Recyclable\R_4454.jpg,R_4454.jpg,0_Recyclable,0,275,183,1.5027322404371584,121.55060109289617
D:\Dataset BDC26\train\0_Recyclable\R_4455.jpg,R_4455.jpg,0_Recyclable,0,225,224,1.0044642857142858,167.71430555555557
D:\Dataset BDC26\train\0_Recyclable\R_4456.jpg,R_4456.jpg,0_Recyclable,0,297,170,1.7470588235294118,157.0443784247706
D:\Dataset BDC26\train\0_Recyclable\R_4457.jpg,R_4457.jpg,0_Recyclable,0,194,259,0.749034749034749,189.15829452427388
D:\Dataset BDC26\train\0_Recyclable\R_4458.jpg,R_4458.jpg,0_Recyclable,0,183,275,0.6654545454545454,138.00761053154494
D:\Dataset BDC26\train\0_Recyclable\R_4459.jpg,R_4459.jpg,0_Recyclable,0,225,225,1.0,174.91009053497942
D:\Dataset BDC26\train\0_Recyclable\R_446.jpg,R_446.jpg,0_Recyclable,0,300,168,1.7857142857142858,159.84166005291004
D:\Dataset BDC26\train\0_Recyclable\R_4460.jpg,R_4460.jpg,0_Recyclable,0,225,225,1.0,151.7287308641975
D:\Dataset BDC26\train\0_Recyclable\R_4461.jpg,R_4461.jpg,0_Recyclable,0,225,225,1.0,72.55113744855966
D:\Dataset BDC26\train\0_Recyclable\R_4462.jpg,R_4462.jpg,0_Recyclable,0,225,225,1.0,234.89208888888888
D:\Dataset BDC26\train\0_Recyclable\R_4463.jpg,R_4463.jpg,0_Recyclable,0,266,189,1.4074074074074074,236.77300393841747
D:\Dataset BDC26\train\0_Recyclable\R_4464.jpg,R_4464.jpg,0_Recyclable,0,225,225,1.0,223.92994897119343
D:\Dataset BDC26\train\0_Recyclable\R_4465.jpg,R_4465.jpg,0_Recyclable,0,225,225,1.0,141.60561646090534
D:\Dataset BDC26\train\0_Recyclable\R_4466.jpg,R_4466.jpg,0_Recyclable,0,274,184,1.4891304347826086,163.83878795091508
D:\Dataset BDC26\train\0_Recyclable\R_4467.jpg,R_4467.jpg,0_Recyclable,0,262,192,1.3645833333333333,191.81990829092453
D:\Dataset BDC26\train\0_Recyclable\R_4468.jpg,R_4468.jpg,0_Recyclable,0,225,225,1.0,194.19832098765434
D:\Dataset BDC26\train\0_Recyclable\R_4469.jpg,R_4469.jpg,0_Recyclable,0,275,183,1.5027322404371584,154.10644146381853
D:\Dataset BDC26\train\0_Recyclable\R_447.jpg,R_447.jpg,0_Recyclable,0,287,176,1.6306818181818181,123.04781042128604
D:\Dataset BDC26\train\0_Recyclable\R_4470.jpg,R_4470.jpg,0_Recyclable,0,225,225,1.0,175.37596707818932
D:\Dataset BDC26\train\0_Recyclable\R_4471.jpg,R_4471.jpg,0_Recyclable,0,372,135,2.7555555555555555,137.31296960042482
D:\Dataset BDC26\train\0_Recyclable\R_4472.jpg,R_4472.jpg,0_Recyclable,0,275,183,1.5027322404371584,183.01747309157145
D:\Dataset BDC26\train\0_Recyclable\R_4473.jpg,R_4473.jpg,0_Recyclable,0,217,232,0.9353448275862069,219.4617498278511
D:\Dataset BDC26\train\0_Recyclable\R_4474.jpg,R_4474.jpg,0_Recyclable,0,187,250,0.748,133.34631729055258
D:\Dataset BDC26\train\0_Recyclable\R_4475.jpg,R_4475.jpg,0_Recyclable,0,275,183,1.5027322404371584,132.53421427388642
D:\Dataset BDC26\train\0_Recyclable\R_4476.jpg,R_4476.jpg,0_Recyclable,0,275,183,1.5027322404371584,228.5498460009935
D:\Dataset BDC26\train\0_Recyclable\R_4477.jpg,R_4477.jpg,0_Recyclable,0,225,225,1.0,172.8494814814815
D:\Dataset BDC26\train\0_Recyclable\R_4478.jpg,R_4478.jpg,0_Recyclable,0,255,197,1.2944162436548223,149.23733120997977
